Team,MP,FG,FGA,FT,FTA,3P,3PA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,W,L,FG%,FT%,3P%,2P%
Spring Hill,200.0,19.0,62.0,1.0,3.0,11.0,42.0,6.0,24.0,30.0,11.0,4.0,3.0,17.0,18.0,50.0,0.0,1.0,0.31,0.33,0.26,0.4
Spurgeon College,200.0,29.0,78.0,9.0,12.0,8.0,29.0,12.0,18.0,30.0,16.0,15.0,3.0,16.0,27.0,75.0,0.0,1.0,0.37,0.75,0.28,0.43
St. Ambrose,200.0,29.0,56.0,5.0,9.0,10.0,23.0,4.0,18.0,22.0,15.0,7.0,5.0,12.0,15.0,73.0,0.0,1.0,0.52,0.56,0.44,0.58
St. Bonaventure,2625.0,374.0,792.0,179.0,236.0,92.0,244.0,151.0,294.0,445.0,211.0,105.0,66.0,154.0,203.0,1019.0,11.0,2.0,0.47,0.75,0.38,0.52
St. Elizabeth,200.0,18.0,53.0,16.0,24.0,6.0,22.0,5.0,10.0,15.0,7.0,5.0,3.0,10.0,18.0,58.0,0.0,1.0,0.34,0.67,0.27,0.39
St. Francis (IL),200.0,21.0,49.0,7.0,9.0,6.0,19.0,4.0,11.0,15.0,16.0,7.0,4.0,23.0,10.0,55.0,0.0,1.0,0.43,0.78,0.32,0.5
St. John Fisher,200.0,19.0,58.0,7.0,12.0,5.0,23.0,7.0,14.0,21.0,9.0,5.0,0.0,18.0,16.0,50.0,0.0,1.0,0.33,0.58,0.22,0.4
St. John's (NY),2200.0,313.0,670.0,235.0,317.0,84.0,246.0,126.0,265.0,391.0,176.0,96.0,62.0,138.0,198.0,945.0,7.0,4.0,0.46,0.74,0.34,0.53
St. Joseph's,2200.0,283.0,673.0,181.0,232.0,79.0,287.0,132.0,290.0,422.0,174.0,68.0,61.0,134.0,180.0,826.0,7.0,4.0,0.42,0.78,0.27,0.53
St. Joseph'sâBrooklyn,200.0,22.0,64.0,6.0,13.0,9.0,28.0,7.0,13.0,20.0,10.0,5.0,1.0,14.0,20.0,59.0,0.0,1.0,0.34,0.46,0.32,0.36
St. Joseph'sâLong Island,200.0,14.0,56.0,8.0,15.0,7.0,25.0,8.0,17.0,25.0,9.0,7.0,1.0,23.0,10.0,43.0,0.0,1.0,0.25,0.53,0.28,0.23
St. Louis College of Pharmacy,200.0,21.0,59.0,7.0,17.0,2.0,16.0,6.0,16.0,22.0,6.0,7.0,1.0,21.0,11.0,51.0,0.0,1.0,0.36,0.41,0.12,0.44
St. Mary's (MD),200.0,18.0,53.0,19.0,30.0,6.0,25.0,8.0,16.0,24.0,6.0,5.0,3.0,21.0,23.0,61.0,0.0,1.0,0.34,0.63,0.24,0.43
St. Peter's,1825.0,203.0,534.0,135.0,172.0,70.0,237.0,93.0,166.0,259.0,104.0,96.0,26.0,88.0,198.0,611.0,4.0,5.0,0.38,0.81,0.29,0.45
St. Scholastica,200.0,13.0,52.0,8.0,15.0,4.0,19.0,6.0,16.0,22.0,5.0,6.0,1.0,23.0,11.0,38.0,0.0,1.0,0.25,0.53,0.21,0.27
St. Thomas,2800.0,401.0,812.0,186.0,261.0,118.0,366.0,65.0,331.0,396.0,228.0,125.0,37.0,124.0,216.0,1106.0,10.0,4.0,0.5,0.71,0.33,0.64
St. Thomas (TX),225.0,26.0,58.0,21.0,29.0,10.0,21.0,7.0,21.0,28.0,15.0,15.0,3.0,16.0,23.0,83.0,0.0,1.0,0.45,0.72,0.48,0.43
Stanford,2400.0,319.0,721.0,234.0,323.0,104.0,297.0,131.0,264.0,395.0,154.0,106.0,39.0,125.0,208.0,976.0,10.0,2.0,0.45,0.72,0.35,0.51
Stanton University,200.0,29.0,59.0,5.0,10.0,7.0,16.0,6.0,11.0,17.0,8.0,3.0,1.0,7.0,14.0,70.0,0.0,1.0,0.49,0.5,0.44,0.51
Stephen F. Austin,2200.0,334.0,722.0,115.0,188.0,110.0,289.0,122.0,274.0,396.0,172.0,76.0,55.0,100.0,203.0,893.0,9.0,2.0,0.46,0.65,0.38,0.51
Stetson,2400.0,299.0,698.0,138.0,221.0,104.0,313.0,113.0,264.0,377.0,163.0,81.0,24.0,155.0,172.0,840.0,4.0,8.0,0.42,0.62,0.31,0.51
Stonehill,2425.0,310.0,720.0,119.0,172.0,97.0,286.0,116.0,325.0,441.0,163.0,59.0,47.0,172.0,202.0,836.0,3.0,9.0,0.43,0.68,0.33,0.49
Stony Brook,2625.0,327.0,776.0,161.0,227.0,114.0,332.0,109.0,303.0,412.0,169.0,97.0,48.0,134.0,202.0,929.0,8.0,5.0,0.42,0.72,0.35,0.48
Syracuse,2425.0,323.0,693.0,172.0,286.0,75.0,252.0,110.0,276.0,386.0,158.0,85.0,79.0,130.0,189.0,893.0,8.0,4.0,0.47,0.61,0.3,0.56
TCU,2425.0,322.0,715.0,196.0,270.0,89.0,275.0,121.0,272.0,393.0,181.0,97.0,63.0,130.0,190.0,929.0,9.0,3.0,0.45,0.72,0.32,0.53
Tarleton State,2600.0,369.0,775.0,237.0,307.0,73.0,209.0,122.0,290.0,412.0,174.0,147.0,41.0,190.0,249.0,1048.0,9.0,4.0,0.47,0.76,0.34,0.51
Temple,2400.0,312.0,658.0,229.0,311.0,93.0,247.0,81.0,276.0,357.0,163.0,62.0,50.0,95.0,197.0,946.0,7.0,5.0,0.48,0.74,0.38,0.54
Tennessee,2400.0,356.0,741.0,183.0,256.0,91.0,263.0,160.0,327.0,487.0,228.0,93.0,44.0,148.0,204.0,986.0,9.0,3.0,0.48,0.69,0.35,0.56
Tennessee State,2400.0,342.0,775.0,205.0,276.0,66.0,239.0,135.0,295.0,430.0,153.0,128.0,36.0,167.0,234.0,955.0,7.0,5.0,0.44,0.73,0.27,0.51
Tennessee Tech,2600.0,365.0,777.0,207.0,281.0,99.0,305.0,110.0,320.0,430.0,193.0,99.0,47.0,185.0,229.0,1036.0,6.0,7.0,0.47,0.7,0.33,0.56
Tennessee Wesleyan,400.0,50.0,132.0,17.0,22.0,19.0,65.0,11.0,41.0,52.0,25.0,19.0,6.0,31.0,31.0,136.0,0.0,2.0,0.37,0.74,0.29,0.45
Texas,2200.0,310.0,649.0,227.0,316.0,83.0,249.0,128.0,290.0,418.0,145.0,64.0,34.0,114.0,212.0,930.0,7.0,4.0,0.48,0.72,0.32,0.58
Texas A&M,2425.0,379.0,777.0,242.0,322.0,140.0,365.0,124.0,290.0,414.0,266.0,114.0,37.0,146.0,226.0,1140.0,9.0,3.0,0.48,0.75,0.38,0.57
Texas A&M-Corpus Christi,2200.0,309.0,695.0,146.0,223.0,76.0,232.0,120.0,287.0,407.0,175.0,96.0,42.0,141.0,220.0,840.0,5.0,6.0,0.44,0.65,0.32,0.5
Texas A&MâSan Antonio,400.0,34.0,109.0,27.0,44.0,13.0,46.0,13.0,34.0,47.0,20.0,15.0,5.0,35.0,43.0,108.0,0.0,2.0,0.31,0.61,0.29,0.33
Texas Lutheran,399.0,36.0,113.0,12.0,24.0,12.0,44.0,9.0,27.0,36.0,17.0,10.0,5.0,34.0,36.0,96.0,0.0,2.0,0.32,0.53,0.27,0.35
Texas Southern,1828.0,228.0,533.0,137.0,202.0,48.0,163.0,73.0,193.0,266.0,85.0,56.0,25.0,134.0,193.0,641.0,1.0,8.0,0.43,0.69,0.31,0.48
Texas State,2825.0,373.0,810.0,219.0,292.0,67.0,204.0,144.0,323.0,467.0,190.0,132.0,61.0,186.0,246.0,1032.0,8.0,6.0,0.46,0.73,0.34,0.51
Texas Tech,2400.0,356.0,759.0,162.0,243.0,128.0,344.0,138.0,276.0,414.0,185.0,84.0,42.0,114.0,198.0,1002.0,9.0,3.0,0.47,0.66,0.37,0.55
Texas-Permian Basin,200.0,17.0,47.0,14.0,25.0,8.0,23.0,9.0,24.0,33.0,13.0,6.0,1.0,20.0,24.0,56.0,0.0,1.0,0.36,0.56,0.35,0.38
Texas-Rio Grande Valley,2200.0,314.0,670.0,119.0,169.0,109.0,270.0,95.0,284.0,379.0,180.0,70.0,27.0,114.0,198.0,856.0,5.0,6.0,0.46,0.71,0.39,0.52
The Citadel,2800.0,355.0,828.0,139.0,215.0,128.0,402.0,130.0,306.0,436.0,175.0,69.0,26.0,135.0,232.0,977.0,3.0,11.0,0.43,0.66,0.3,0.53
Thiel,200.0,22.0,60.0,5.0,8.0,3.0,10.0,10.0,12.0,22.0,5.0,2.0,1.0,14.0,7.0,52.0,0.0,1.0,0.37,0.62,0.3,0.38
Thomas (ME),200.0,14.0,59.0,12.0,22.0,8.0,29.0,7.0,18.0,25.0,7.0,3.0,2.0,12.0,27.0,48.0,0.0,1.0,0.24,0.55,0.28,0.2
Tiffin,200.0,18.0,50.0,8.0,11.0,6.0,17.0,4.0,19.0,23.0,11.0,7.0,5.0,11.0,15.0,50.0,0.0,1.0,0.36,0.73,0.35,0.36
Toccoa Falls,800.0,85.0,252.0,74.0,102.0,21.0,95.0,37.0,80.0,117.0,37.0,32.0,4.0,64.0,66.0,265.0,0.0,4.0,0.34,0.73,0.21,0.4
Toledo,2400.0,366.0,764.0,176.0,223.0,87.0,255.0,122.0,253.0,375.0,208.0,95.0,36.0,126.0,174.0,995.0,6.0,6.0,0.48,0.79,0.34,0.54
Tougaloo,400.0,47.0,118.0,28.0,40.0,7.0,31.0,11.0,41.0,52.0,23.0,18.0,5.0,32.0,46.0,129.0,0.0,2.0,0.4,0.71,0.23,0.45
Towson,2400.0,323.0,735.0,134.0,196.0,79.0,268.0,147.0,285.0,432.0,129.0,81.0,38.0,130.0,179.0,859.0,7.0,5.0,0.44,0.67,0.29,0.52
Trinity (FL),200.0,15.0,58.0,14.0,17.0,1.0,21.0,3.0,15.0,18.0,5.0,6.0,1.0,21.0,20.0,45.0,0.0,1.0,0.26,0.82,0.05,0.38
Trinity (TX),200.0,18.0,54.0,14.0,20.0,6.0,28.0,8.0,21.0,29.0,9.0,9.0,2.0,18.0,17.0,56.0,0.0,1.0,0.33,0.7,0.21,0.46
Trinity Baptist,200.0,24.0,63.0,10.0,14.0,9.0,30.0,10.0,15.0,25.0,9.0,6.0,1.0,19.0,26.0,67.0,0.0,1.0,0.38,0.71,0.3,0.46
Trinity Christian,400.0,33.0,130.0,26.0,36.0,6.0,47.0,19.0,16.0,35.0,10.0,14.0,2.0,33.0,45.0,98.0,0.0,2.0,0.25,0.7,0.12,0.33
Troy,2800.0,385.0,853.0,239.0,324.0,129.0,381.0,143.0,341.0,484.0,216.0,126.0,40.0,171.0,245.0,1138.0,8.0,5.0,0.45,0.74,0.34,0.54
Tulane,2625.0,304.0,700.0,258.0,334.0,88.0,300.0,86.0,267.0,353.0,163.0,109.0,59.0,131.0,223.0,954.0,9.0,4.0,0.43,0.77,0.29,0.54
Tulsa,2400.0,345.0,709.0,247.0,316.0,135.0,347.0,117.0,303.0,420.0,205.0,82.0,28.0,120.0,185.0,1072.0,11.0,1.0,0.48,0.79,0.4,0.57
Tusculum,400.0,47.0,139.0,10.0,17.0,16.0,60.0,28.0,46.0,74.0,18.0,13.0,8.0,32.0,32.0,120.0,0.0,2.0,0.34,0.53,0.26,0.39
UAB,2600.0,395.0,856.0,215.0,309.0,77.0,267.0,163.0,339.0,502.0,196.0,112.0,44.0,120.0,180.0,1082.0,9.0,4.0,0.46,0.69,0.28,0.54
UC Merced,200.0,15.0,54.0,10.0,15.0,2.0,14.0,8.0,19.0,27.0,8.0,5.0,5.0,18.0,20.0,42.0,0.0,1.0,0.28,0.67,0.14,0.32
UC-Davis,2200.0,293.0,617.0,177.0,237.0,86.0,256.0,78.0,231.0,309.0,164.0,82.0,32.0,140.0,206.0,849.0,6.0,5.0,0.48,0.76,0.34,0.57
UC-Irvine,2825.0,389.0,848.0,217.0,331.0,85.0,248.0,139.0,399.0,538.0,245.0,96.0,90.0,165.0,242.0,1080.0,9.0,5.0,0.44,0.65,0.34,0.48
UC-Riverside,2800.0,361.0,799.0,207.0,285.0,105.0,303.0,120.0,335.0,455.0,182.0,66.0,60.0,174.0,241.0,1034.0,6.0,8.0,0.46,0.71,0.34,0.52
UC-San Diego,2400.0,355.0,709.0,165.0,245.0,116.0,302.0,95.0,310.0,405.0,190.0,94.0,25.0,122.0,180.0,991.0,10.0,2.0,0.5,0.65,0.38,0.6
UC-Santa Cruz,400.0,41.0,110.0,16.0,25.0,18.0,42.0,4.0,27.0,31.0,27.0,15.0,9.0,34.0,38.0,116.0,0.0,2.0,0.37,0.63,0.41,0.33
UCF,2200.0,352.0,709.0,170.0,228.0,101.0,250.0,140.0,261.0,401.0,194.0,63.0,35.0,128.0,195.0,975.0,10.0,1.0,0.5,0.75,0.41,0.55
UCLA,2400.0,337.0,690.0,193.0,256.0,98.0,243.0,101.0,249.0,350.0,199.0,84.0,42.0,119.0,207.0,965.0,9.0,3.0,0.49,0.74,0.41,0.54
UCSB,2675.0,339.0,728.0,256.0,332.0,103.0,278.0,132.0,311.0,443.0,181.0,96.0,35.0,158.0,248.0,1037.0,9.0,4.0,0.47,0.76,0.36,0.53
UConn,2600.0,380.0,767.0,164.0,235.0,96.0,279.0,119.0,320.0,439.0,236.0,93.0,78.0,127.0,242.0,1020.0,12.0,1.0,0.5,0.7,0.35,0.58
UIC,2425.0,311.0,716.0,206.0,270.0,81.0,256.0,141.0,231.0,372.0,165.0,104.0,52.0,147.0,217.0,909.0,4.0,8.0,0.44,0.77,0.32,0.5
UMBC,2425.0,325.0,699.0,135.0,193.0,99.0,290.0,88.0,297.0,385.0,167.0,57.0,43.0,149.0,159.0,884.0,6.0,6.0,0.46,0.72,0.34,0.55
UMass,2400.0,338.0,737.0,179.0,274.0,87.0,249.0,122.0,274.0,396.0,211.0,86.0,25.0,165.0,250.0,942.0,8.0,4.0,0.46,0.65,0.35,0.52
UMass-Lowell,2800.0,389.0,819.0,227.0,346.0,87.0,261.0,148.0,324.0,472.0,196.0,79.0,39.0,188.0,218.0,1092.0,5.0,9.0,0.47,0.64,0.33,0.53
UNC,2400.0,333.0,709.0,195.0,283.0,98.0,302.0,120.0,346.0,466.0,204.0,63.0,49.0,119.0,182.0,959.0,11.0,1.0,0.47,0.68,0.33,0.59
UNC Asheville,2825.0,365.0,773.0,201.0,286.0,101.0,281.0,114.0,332.0,446.0,167.0,81.0,40.0,186.0,243.0,1032.0,6.0,8.0,0.47,0.7,0.36,0.54
UNC Greensboro,2625.0,347.0,762.0,220.0,319.0,105.0,307.0,107.0,322.0,429.0,173.0,69.0,22.0,141.0,203.0,1019.0,4.0,9.0,0.45,0.69,0.34,0.51
UNC Wilmington,2400.0,320.0,707.0,214.0,308.0,92.0,262.0,154.0,297.0,451.0,161.0,57.0,23.0,117.0,196.0,946.0,10.0,2.0,0.45,0.7,0.34,0.52
UNLV,2200.0,306.0,663.0,212.0,309.0,69.0,238.0,107.0,250.0,357.0,172.0,98.0,43.0,140.0,240.0,893.0,5.0,6.0,0.46,0.68,0.29,0.56
USC,2675.0,384.0,776.0,298.0,405.0,96.0,263.0,130.0,325.0,455.0,226.0,90.0,84.0,155.0,252.0,1162.0,12.0,1.0,0.5,0.73,0.36,0.56
USC Upstate,3025.0,416.0,908.0,226.0,327.0,122.0,354.0,140.0,388.0,528.0,209.0,100.0,70.0,169.0,263.0,1180.0,8.0,7.0,0.46,0.67,0.34,0.53
UT Arlington,2200.0,293.0,632.0,162.0,237.0,55.0,197.0,129.0,259.0,388.0,151.0,86.0,48.0,159.0,208.0,803.0,7.0,4.0,0.46,0.68,0.29,0.55
UT-Martin,2600.0,337.0,759.0,204.0,307.0,114.0,352.0,165.0,341.0,506.0,200.0,121.0,55.0,195.0,225.0,992.0,9.0,4.0,0.45,0.67,0.32,0.55
UT-Southern,200.0,21.0,55.0,8.0,8.0,10.0,24.0,5.0,19.0,24.0,15.0,7.0,0.0,15.0,15.0,60.0,0.0,1.0,0.38,1.0,0.42,0.36
UTEP,2025.0,264.0,592.0,131.0,207.0,61.0,200.0,97.0,202.0,299.0,128.0,91.0,39.0,124.0,207.0,720.0,3.0,7.0,0.44,0.63,0.31,0.51
UTSA,2200.0,279.0,711.0,141.0,220.0,88.0,301.0,125.0,273.0,398.0,130.0,83.0,48.0,129.0,201.0,787.0,4.0,7.0,0.39,0.66,0.3,0.45
Union (KY),200.0,16.0,60.0,5.0,13.0,2.0,22.0,6.0,27.0,33.0,3.0,3.0,4.0,16.0,11.0,39.0,0.0,1.0,0.27,0.38,0.09,0.37
Univ. of Ft. Lauderdale,400.0,56.0,148.0,30.0,42.0,15.0,48.0,17.0,37.0,54.0,28.0,24.0,4.0,24.0,51.0,157.0,0.0,2.0,0.38,0.71,0.31,0.41
University of the Cumberlands,200.0,29.0,74.0,5.0,7.0,10.0,32.0,18.0,20.0,38.0,10.0,4.0,3.0,18.0,14.0,73.0,0.0,1.0,0.39,0.71,0.31,0.45
Utah,2425.0,339.0,706.0,204.0,276.0,107.0,291.0,103.0,280.0,383.0,182.0,72.0,49.0,134.0,217.0,989.0,8.0,4.0,0.48,0.74,0.37,0.56
Utah State,2425.0,364.0,719.0,174.0,246.0,104.0,275.0,118.0,267.0,385.0,219.0,126.0,38.0,141.0,224.0,1006.0,10.0,2.0,0.51,0.72,0.37,0.59
Utah Tech,2675.0,371.0,789.0,189.0,264.0,98.0,326.0,123.0,318.0,441.0,179.0,100.0,37.0,159.0,222.0,1029.0,7.0,6.0,0.47,0.73,0.3,0.59
Utah Valley,2600.0,411.0,791.0,165.0,231.0,102.0,286.0,141.0,348.0,489.0,266.0,129.0,81.0,185.0,224.0,1089.0,10.0,3.0,0.52,0.74,0.36,0.61
VCU,2400.0,334.0,727.0,232.0,322.0,126.0,340.0,144.0,283.0,427.0,188.0,98.0,58.0,143.0,216.0,1026.0,8.0,4.0,0.46,0.72,0.37,0.54
VMI,2600.0,341.0,824.0,183.0,251.0,150.0,445.0,129.0,302.0,431.0,178.0,104.0,39.0,133.0,225.0,1015.0,5.0,8.0,0.41,0.72,0.33,0.49
VTSU Johnson,600.0,64.0,177.0,19.0,38.0,25.0,80.0,14.0,45.0,59.0,22.0,15.0,4.0,36.0,41.0,172.0,0.0,3.0,0.36,0.5,0.31,0.4
VTSU Lyndon,200.0,17.0,48.0,11.0,18.0,6.0,18.0,5.0,18.0,23.0,11.0,3.0,2.0,24.0,11.0,51.0,0.0,1.0,0.35,0.61,0.33,0.37
Valley Forge,200.0,19.0,69.0,11.0,13.0,3.0,21.0,11.0,19.0,30.0,9.0,7.0,4.0,16.0,20.0,52.0,0.0,1.0,0.28,0.85,0.14,0.33
Valparaiso,2425.0,311.0,744.0,170.0,244.0,88.0,285.0,135.0,275.0,410.0,152.0,77.0,51.0,123.0,219.0,880.0,6.0,6.0,0.42,0.69,0.32,0.48
Vanderbilt,2425.0,389.0,768.0,218.0,287.0,133.0,359.0,107.0,313.0,420.0,235.0,128.0,61.0,117.0,250.0,1129.0,12.0,0.0,0.51,0.76,0.37,0.63
Vassar,200.0,25.0,64.0,6.0,10.0,5.0,25.0,9.0,17.0,26.0,10.0,2.0,2.0,8.0,8.0,61.0,0.0,1.0,0.39,0.6,0.2,0.51
Vermont,2850.0,385.0,805.0,193.0,258.0,130.0,373.0,114.0,343.0,457.0,194.0,66.0,38.0,133.0,250.0,1093.0,8.0,6.0,0.48,0.74,0.35,0.6
Villanova,2225.0,312.0,671.0,139.0,200.0,117.0,319.0,120.0,242.0,362.0,180.0,80.0,24.0,103.0,175.0,880.0,9.0,2.0,0.47,0.68,0.36,0.56
Virginia,2200.0,324.0,668.0,186.0,271.0,117.0,295.0,141.0,269.0,410.0,187.0,83.0,75.0,107.0,209.0,951.0,10.0,1.0,0.49,0.68,0.4,0.56
Virginia State,200.0,22.0,48.0,9.0,11.0,9.0,17.0,1.0,27.0,28.0,17.0,8.0,2.0,13.0,10.0,62.0,1.0,0.0,0.46,0.82,0.53,0.42
Virginia Tech,2675.0,387.0,823.0,196.0,279.0,110.0,306.0,128.0,308.0,436.0,209.0,98.0,53.0,117.0,229.0,1080.0,11.0,2.0,0.47,0.7,0.36,0.53
Virginia University of Lynchburg,1800.0,180.0,621.0,101.0,143.0,64.0,258.0,41.0,147.0,188.0,96.0,56.0,8.0,129.0,131.0,525.0,0.0,9.0,0.3,0.69,0.25,0.32
Voorhees,200.0,12.0,41.0,17.0,23.0,3.0,12.0,4.0,12.0,16.0,4.0,5.0,1.0,21.0,16.0,44.0,0.0,1.0,0.29,0.74,0.25,0.31
Wagner,2075.0,281.0,613.0,125.0,183.0,85.0,233.0,104.0,262.0,366.0,145.0,59.0,30.0,146.0,213.0,772.0,4.0,6.0,0.46,0.66,0.37,0.51
Wake Forest,2625.0,371.0,813.0,232.0,306.0,117.0,349.0,135.0,292.0,427.0,203.0,123.0,49.0,151.0,244.0,1091.0,9.0,4.0,0.46,0.75,0.33,0.56
Warner Pacific,200.0,22.0,62.0,9.0,13.0,7.0,22.0,3.0,15.0,18.0,7.0,7.0,2.0,16.0,13.0,60.0,0.0,1.0,0.36,0.69,0.32,0.38
Warren Wilson,400.0,52.0,160.0,12.0,16.0,10.0,60.0,12.0,32.0,44.0,8.0,18.0,0.0,12.0,30.0,126.0,0.0,2.0,0.32,0.75,0.17,0.42
Washington,2245.0,314.0,703.0,204.0,268.0,76.0,226.0,137.0,286.0,423.0,154.0,74.0,45.0,118.0,204.0,913.0,7.0,4.0,0.45,0.77,0.33,0.51
Washington & Lee,200.0,24.0,61.0,2.0,3.0,6.0,22.0,8.0,19.0,27.0,8.0,5.0,1.0,10.0,14.0,56.0,0.0,1.0,0.39,0.67,0.27,0.46
Washington Adventist,400.0,49.0,118.0,43.0,53.0,18.0,51.0,17.0,43.0,60.0,21.0,13.0,2.0,32.0,62.0,159.0,0.0,2.0,0.41,0.81,0.36,0.46
Washington College,400.0,40.0,121.0,18.0,24.0,17.0,54.0,13.0,25.0,38.0,25.0,20.0,2.0,33.0,44.0,115.0,0.0,2.0,0.33,0.73,0.32,0.37
Washington State,2400.0,315.0,675.0,167.0,221.0,103.0,300.0,85.0,286.0,371.0,145.0,72.0,39.0,147.0,224.0,900.0,4.0,8.0,0.46,0.75,0.35,0.56
