,GameID,Date,Team,Opponent,Location,Rank,Opponent Rank
5630,2026-01-03-Wichita State-vs-Charlotte-m,2026-01-03,Wichita State,Charlotte,Away,NR,NR
5631,2026-01-03-Wichita State-vs-Charlotte-m,2026-01-03,Charlotte,Wichita State,Home,NR,NR
5632,2026-01-03-Wofford-vs-The Citadel-m,2026-01-03,Wofford,The Citadel,Away,NR,NR
5633,2026-01-03-Wofford-vs-The Citadel-m,2026-01-03,The Citadel,Wofford,Home,NR,NR
5634,2026-01-03-Georgia State-vs-Coastal Carolina-m,2026-01-03,Georgia State,Coastal Carolina,Away,NR,NR
5635,2026-01-03-Georgia State-vs-Coastal Carolina-m,2026-01-03,Coastal Carolina,Georgia State,Home,NR,NR
5636,2026-01-03-Hofstra-vs-Drexel-m,2026-01-03,Hofstra,Drexel,Away,NR,NR
5637,2026-01-03-Hofstra-vs-Drexel-m,2026-01-03,Drexel,Hofstra,Home,NR,NR
5638,2026-01-03-VCU-vs-Duquesne-m,2026-01-03,VCU,Duquesne,Away,NR,NR
5639,2026-01-03-VCU-vs-Duquesne-m,2026-01-03,Duquesne,VCU,Home,NR,NR
5640,2026-01-03-Mercer-vs-ETSU-m,2026-01-03,Mercer,ETSU,Away,NR,NR
5641,2026-01-03-Mercer-vs-ETSU-m,2026-01-03,ETSU,Mercer,Home,NR,NR
5642,2026-01-03-Western Carolina-vs-Furman-m,2026-01-03,Western Carolina,Furman,Away,NR,NR
5643,2026-01-03-Western Carolina-vs-Furman-m,2026-01-03,Furman,Western Carolina,Home,NR,NR
5644,2026-01-03-Boston College-vs-Georgia Tech-m,2026-01-03,Boston College,Georgia Tech,Away,NR,NR
5645,2026-01-03-Boston College-vs-Georgia Tech-m,2026-01-03,Georgia Tech,Boston College,Home,NR,NR
5646,2026-01-03-Navy-vs-Holy Cross-m,2026-01-03,Navy,Holy Cross,Away,NR,NR
5647,2026-01-03-Navy-vs-Holy Cross-m,2026-01-03,Holy Cross,Navy,Home,NR,NR
5648,2026-01-03-Morgan State-vs-Maryland-Eastern Shore-m,2026-01-03,Morgan State,Maryland-Eastern Shore,Away,NR,NR
5649,2026-01-03-Morgan State-vs-Maryland-Eastern Shore-m,2026-01-03,Maryland-Eastern Shore,Morgan State,Home,NR,NR
5650,2026-01-03-Albany (NY)-vs-UMass-Lowell-m,2026-01-03,Albany (NY),UMass-Lowell,Away,NR,NR
5651,2026-01-03-Albany (NY)-vs-UMass-Lowell-m,2026-01-03,UMass-Lowell,Albany (NY),Home,NR,NR
5652,2026-01-03-Vermont-vs-New Hampshire-m,2026-01-03,Vermont,New Hampshire,Away,NR,NR
5653,2026-01-03-Vermont-vs-New Hampshire-m,2026-01-03,New Hampshire,Vermont,Home,NR,NR
5654,2026-01-03-Samford-vs-UNC Greensboro-m,2026-01-03,Samford,UNC Greensboro,Away,NR,NR
5655,2026-01-03-Samford-vs-UNC Greensboro-m,2026-01-03,UNC Greensboro,Samford,Home,NR,NR
5656,2026-01-03-Hampton-vs-UNC Wilmington-m,2026-01-03,Hampton,UNC Wilmington,Away,NR,NR
5657,2026-01-03-Hampton-vs-UNC Wilmington-m,2026-01-03,UNC Wilmington,Hampton,Home,NR,NR
5658,2026-01-03-Clemson-vs-Pitt-m,2026-01-03,Clemson,Pitt,Away,NR,NR
5659,2026-01-03-Clemson-vs-Pitt-m,2026-01-03,Pitt,Clemson,Home,NR,NR
5660,2026-01-03-USC Upstate-vs-Presbyterian-m,2026-01-03,USC Upstate,Presbyterian,Away,NR,NR
5661,2026-01-03-USC Upstate-vs-Presbyterian-m,2026-01-03,Presbyterian,USC Upstate,Home,NR,NR
5662,2026-01-03-Davidson-vs-St. Joseph's-m,2026-01-03,Davidson,St. Joseph's,Away,NR,NR
5663,2026-01-03-Davidson-vs-St. Joseph's-m,2026-01-03,St. Joseph's,Davidson,Home,NR,NR
5664,2026-01-03-Howard-vs-South Carolina State-m,2026-01-03,Howard,South Carolina State,Away,NR,NR
5665,2026-01-03-Howard-vs-South Carolina State-m,2026-01-03,South Carolina State,Howard,Home,NR,NR
5666,2026-01-03-UTSA-vs-Temple-m,2026-01-03,UTSA,Temple,Away,NR,NR
5667,2026-01-03-UTSA-vs-Temple-m,2026-01-03,Temple,UTSA,Home,NR,NR
5668,2026-01-03-Monmouth-vs-Towson-m,2026-01-03,Monmouth,Towson,Away,NR,NR
5669,2026-01-03-Monmouth-vs-Towson-m,2026-01-03,Towson,Monmouth,Home,NR,NR
5670,2026-01-03-Chattanooga-vs-VMI-m,2026-01-03,Chattanooga,VMI,Away,NR,NR
5671,2026-01-03-Chattanooga-vs-VMI-m,2026-01-03,VMI,Chattanooga,Home,NR,NR
5672,2026-01-03-Virginia Tech-vs-Wake Forest-m,2026-01-03,Virginia Tech,Wake Forest,Away,NR,NR
5673,2026-01-03-Virginia Tech-vs-Wake Forest-m,2026-01-03,Wake Forest,Virginia Tech,Home,NR,NR
5674,2026-01-03-Alabama A&M-vs-Arkansas-Pine Bluff-m,2026-01-03,Alabama A&M,Arkansas-Pine Bluff,Away,NR,NR
5675,2026-01-03-Alabama A&M-vs-Arkansas-Pine Bluff-m,2026-01-03,Arkansas-Pine Bluff,Alabama A&M,Home,NR,NR
5676,2026-01-03-Jacksonville-vs-Austin Peay-m,2026-01-03,Jacksonville,Austin Peay,Away,NR,NR
5677,2026-01-03-Jacksonville-vs-Austin Peay-m,2026-01-03,Austin Peay,Jacksonville,Home,NR,NR
5678,2026-01-03-Prairie View-vs-Grambling-m,2026-01-03,Prairie View,Grambling,Away,NR,NR
5679,2026-01-03-Prairie View-vs-Grambling-m,2026-01-03,Grambling,Prairie View,Home,NR,NR
5680,2026-01-03-Houston Christian-vs-Incarnate Word-m,2026-01-03,Houston Christian,Incarnate Word,Away,NR,NR
5681,2026-01-03-Houston Christian-vs-Incarnate Word-m,2026-01-03,Incarnate Word,Houston Christian,Home,NR,NR
5682,2026-01-03-Alcorn State-vs-Jackson State-m,2026-01-03,Alcorn State,Jackson State,Away,NR,NR
5683,2026-01-03-Alcorn State-vs-Jackson State-m,2026-01-03,Jackson State,Alcorn State,Home,NR,NR
5684,2026-01-03-North Florida-vs-Lipscomb-m,2026-01-03,North Florida,Lipscomb,Away,NR,NR
5685,2026-01-03-North Florida-vs-Lipscomb-m,2026-01-03,Lipscomb,North Florida,Home,NR,NR
5686,2026-01-03-Dayton-vs-Loyola (IL)-m,2026-01-03,Dayton,Loyola (IL),Away,NR,NR
5687,2026-01-03-Dayton-vs-Loyola (IL)-m,2026-01-03,Loyola (IL),Dayton,Home,NR,NR
5688,2026-01-03-New Orleans-vs-Northwestern State-m,2026-01-03,New Orleans,Northwestern State,Away,NR,NR
5689,2026-01-03-New Orleans-vs-Northwestern State-m,2026-01-03,Northwestern State,New Orleans,Home,NR,NR
5690,2026-01-03-Memphis-vs-Rice-m,2026-01-03,Memphis,Rice,Away,NR,NR
5691,2026-01-03-Memphis-vs-Rice-m,2026-01-03,Rice,Memphis,Home,NR,NR
5692,2026-01-03-Texas Southern-vs-Southern-m,2026-01-03,Texas Southern,Southern,Away,NR,NR
5693,2026-01-03-Texas Southern-vs-Southern-m,2026-01-03,Southern,Texas Southern,Home,NR,NR
5694,2026-01-03-Morehead State-vs-SIU-Edwardsville-m,2026-01-03,Morehead State,SIU-Edwardsville,Away,NR,NR
5695,2026-01-03-Morehead State-vs-SIU-Edwardsville-m,2026-01-03,SIU-Edwardsville,Morehead State,Home,NR,NR
5696,2026-01-03-South Alabama-vs-Troy-m,2026-01-03,South Alabama,Troy,Away,NR,NR
5697,2026-01-03-South Alabama-vs-Troy-m,2026-01-03,Troy,South Alabama,Home,NR,NR
5698,2026-01-03-Colorado-vs-Arizona State-m,2026-01-03,Colorado,Arizona State,Away,NR,NR
5699,2026-01-03-Colorado-vs-Arizona State-m,2026-01-03,Arizona State,Colorado,Home,NR,NR
5700,2026-01-03-Colorado State-vs-Grand Canyon-m,2026-01-03,Colorado State,Grand Canyon,Away,NR,NR
5701,2026-01-03-Colorado State-vs-Grand Canyon-m,2026-01-03,Grand Canyon,Colorado State,Home,NR,NR
5702,2026-01-03-Wyoming-vs-New Mexico-m,2026-01-03,Wyoming,New Mexico,Away,NR,NR
5703,2026-01-03-Wyoming-vs-New Mexico-m,2026-01-03,New Mexico,Wyoming,Home,NR,NR
5704,2026-01-03-San Jose State-vs-Utah State-m,2026-01-03,San Jose State,Utah State,Away,NR,NR
5705,2026-01-03-San Jose State-vs-Utah State-m,2026-01-03,Utah State,San Jose State,Home,NR,NR
5706,2026-01-03-Cal State Bakersfield-vs-UC-Davis-m,2026-01-03,Cal State Bakersfield,UC-Davis,Away,NR,NR
5707,2026-01-03-Cal State Bakersfield-vs-UC-Davis-m,2026-01-03,UC-Davis,Cal State Bakersfield,Home,NR,NR
5708,2026-01-03-Nevada-vs-Fresno State-m,2026-01-03,Nevada,Fresno State,Away,NR,NR
5709,2026-01-03-Nevada-vs-Fresno State-m,2026-01-03,Fresno State,Nevada,Home,NR,NR
5710,2026-01-03-Air Force-vs-UNLV-m,2026-01-03,Air Force,UNLV,Away,NR,NR
5711,2026-01-03-Air Force-vs-UNLV-m,2026-01-03,UNLV,Air Force,Home,NR,NR
5712,2026-01-03-Boise State-vs-San Diego State-m,2026-01-03,Boise State,San Diego State,Away,NR,NR
5713,2026-01-03-Boise State-vs-San Diego State-m,2026-01-03,San Diego State,Boise State,Home,NR,NR
5714,2026-01-03-Villanova-vs-Butler-m,2026-01-03,Villanova,Butler,Away,NR,NR
5715,2026-01-03-Villanova-vs-Butler-m,2026-01-03,Butler,Villanova,Home,NR,NR
5716,2026-01-03-Northeastern-vs-Campbell-m,2026-01-03,Northeastern,Campbell,Away,NR,NR
5717,2026-01-03-Northeastern-vs-Campbell-m,2026-01-03,Campbell,Northeastern,Home,NR,NR
5718,2026-01-03-Northern Illinois-vs-Kent State-m,2026-01-03,Northern Illinois,Kent State,Away,NR,NR
5719,2026-01-03-Northern Illinois-vs-Kent State-m,2026-01-03,Kent State,Northern Illinois,Home,NR,NR
5720,2026-01-03-Southern Miss-vs-Louisiana-m,2026-01-03,Southern Miss,Louisiana,Away,NR,NR
5721,2026-01-03-Southern Miss-vs-Louisiana-m,2026-01-03,Louisiana,Southern Miss,Home,NR,NR
5722,2026-01-03-NJIT-vs-Binghamton-m,2026-01-03,NJIT,Binghamton,Away,NR,NR
5723,2026-01-03-NJIT-vs-Binghamton-m,2026-01-03,Binghamton,NJIT,Home,NR,NR
5724,2026-01-03-Ball State-vs-Buffalo-m,2026-01-03,Ball State,Buffalo,Away,NR,NR
5725,2026-01-03-Ball State-vs-Buffalo-m,2026-01-03,Buffalo,Ball State,Home,NR,NR
5726,2026-01-03-Stetson-vs-Central Arkansas-m,2026-01-03,Stetson,Central Arkansas,Away,NR,NR
5727,2026-01-03-Stetson-vs-Central Arkansas-m,2026-01-03,Central Arkansas,Stetson,Home,NR,NR
5728,2026-01-03-Xavier-vs-DePaul-m,2026-01-03,Xavier,DePaul,Away,NR,NR
5729,2026-01-03-Xavier-vs-DePaul-m,2026-01-03,DePaul,Xavier,Home,NR,NR
5730,2026-01-03-Ohio-vs-Eastern Michigan-m,2026-01-03,Ohio,Eastern Michigan,Away,NR,NR
5731,2026-01-03-Ohio-vs-Eastern Michigan-m,2026-01-03,Eastern Michigan,Ohio,Home,NR,NR
5732,2026-01-03-La Salle-vs-George Washington-m,2026-01-03,La Salle,George Washington,Away,NR,NR
5733,2026-01-03-La Salle-vs-George Washington-m,2026-01-03,George Washington,La Salle,Home,NR,NR
5734,2026-01-03-Bryant-vs-Maine-m,2026-01-03,Bryant,Maine,Away,NR,NR
5735,2026-01-03-Bryant-vs-Maine-m,2026-01-03,Maine,Bryant,Home,NR,NR
5736,2026-01-03-Bowling Green-vs-UMass-m,2026-01-03,Bowling Green,UMass,Away,NR,NR
5737,2026-01-03-Bowling Green-vs-UMass-m,2026-01-03,UMass,Bowling Green,Home,NR,NR
5738,2026-01-03-South Dakota State-vs-North Dakota-m,2026-01-03,South Dakota State,North Dakota,Away,NR,NR
5739,2026-01-03-South Dakota State-vs-North Dakota-m,2026-01-03,North Dakota,South Dakota State,Home,NR,NR
5740,2026-01-03-Oral Roberts-vs-North Dakota State-m,2026-01-03,Oral Roberts,North Dakota State,Away,NR,NR
5741,2026-01-03-Oral Roberts-vs-North Dakota State-m,2026-01-03,North Dakota State,Oral Roberts,Home,NR,NR
5742,2026-01-03-Eastern Kentucky-vs-West Georgia-m,2026-01-03,Eastern Kentucky,West Georgia,Away,NR,NR
5743,2026-01-03-Eastern Kentucky-vs-West Georgia-m,2026-01-03,West Georgia,Eastern Kentucky,Home,NR,NR
5744,2026-01-03-Texas State-vs-Louisiana-Monroe-m,2026-01-03,Texas State,Louisiana-Monroe,Away,NR,NR
5745,2026-01-03-Texas State-vs-Louisiana-Monroe-m,2026-01-03,Louisiana-Monroe,Texas State,Home,NR,NR
5746,2026-01-03-Akron-vs-Miami (OH)-m,2026-01-03,Akron,Miami (OH),Away,NR,NR
5747,2026-01-03-Akron-vs-Miami (OH)-m,2026-01-03,Miami (OH),Akron,Home,NR,NR
5748,2026-01-03-Ole Miss-vs-Oklahoma-m,2026-01-03,Ole Miss,Oklahoma,Away,NR,NR
5749,2026-01-03-Ole Miss-vs-Oklahoma-m,2026-01-03,Oklahoma,Ole Miss,Home,NR,NR
5750,2026-01-03-Georgia Southern-vs-Old Dominion-m,2026-01-03,Georgia Southern,Old Dominion,Away,NR,NR
5751,2026-01-03-Georgia Southern-vs-Old Dominion-m,2026-01-03,Old Dominion,Georgia Southern,Home,NR,NR
5752,2026-01-03-Bellarmine-vs-Queens (NC)-m,2026-01-03,Bellarmine,Queens (NC),Away,NR,NR
5753,2026-01-03-Bellarmine-vs-Queens (NC)-m,2026-01-03,Queens (NC),Bellarmine,Home,NR,NR
5754,2026-01-03-Utah Valley-vs-Abilene Christian-m,2026-01-03,Utah Valley,Abilene Christian,Away,NR,NR
5755,2026-01-03-Utah Valley-vs-Abilene Christian-m,2026-01-03,Abilene Christian,Utah Valley,Home,NR,NR
5756,2026-01-03-Tennessee State-vs-Little Rock-m,2026-01-03,Tennessee State,Little Rock,Away,NR,NR
5757,2026-01-03-Tennessee State-vs-Little Rock-m,2026-01-03,Little Rock,Tennessee State,Home,NR,NR
5758,2026-01-03-Coppin State-vs-Delaware State-m,2026-01-03,Coppin State,Delaware State,Away,NR,NR
5759,2026-01-03-Coppin State-vs-Delaware State-m,2026-01-03,Delaware State,Coppin State,Home,NR,NR
5760,2026-01-03-Rhode Island-vs-George Mason-m,2026-01-03,Rhode Island,George Mason,Away,NR,NR
5761,2026-01-03-Rhode Island-vs-George Mason-m,2026-01-03,George Mason,Rhode Island,Home,NR,NR
5762,2026-01-03-Southern Indiana-vs-Lindenwood-m,2026-01-03,Southern Indiana,Lindenwood,Away,NR,NR
5763,2026-01-03-Southern Indiana-vs-Lindenwood-m,2026-01-03,Lindenwood,Southern Indiana,Home,NR,NR
5764,2026-01-03-Appalachian State-vs-Marshall-m,2026-01-03,Appalachian State,Marshall,Away,NR,NR
5765,2026-01-03-Appalachian State-vs-Marshall-m,2026-01-03,Marshall,Appalachian State,Home,NR,NR
5766,2026-01-03-East Texas A&M-vs-Nicholls State-m,2026-01-03,East Texas A&M,Nicholls State,Away,NR,NR
5767,2026-01-03-East Texas A&M-vs-Nicholls State-m,2026-01-03,Nicholls State,East Texas A&M,Home,NR,NR
5768,2026-01-03-Norfolk State-vs-North Carolina Central-m,2026-01-03,Norfolk State,North Carolina Central,Away,NR,NR
5769,2026-01-03-Norfolk State-vs-North Carolina Central-m,2026-01-03,North Carolina Central,Norfolk State,Home,NR,NR
5770,2026-01-03-Western Illinois-vs-Southeast Missouri State-m,2026-01-03,Western Illinois,Southeast Missouri State,Away,NR,NR
5771,2026-01-03-Western Illinois-vs-Southeast Missouri State-m,2026-01-03,Southeast Missouri State,Western Illinois,Home,NR,NR
5772,2026-01-03-Stephen F. Austin-vs-Southeastern Louisiana-m,2026-01-03,Stephen F. Austin,Southeastern Louisiana,Away,NR,NR
5773,2026-01-03-Stephen F. Austin-vs-Southeastern Louisiana-m,2026-01-03,Southeastern Louisiana,Stephen F. Austin,Home,NR,NR
5774,2026-01-03-North Carolina A&T-vs-Stony Brook-m,2026-01-03,North Carolina A&T,Stony Brook,Away,NR,NR
5775,2026-01-03-North Carolina A&T-vs-Stony Brook-m,2026-01-03,Stony Brook,North Carolina A&T,Home,NR,NR
5776,2026-01-03-Eastern Illinois-vs-UT-Martin-m,2026-01-03,Eastern Illinois,UT-Martin,Away,NR,NR
5777,2026-01-03-Eastern Illinois-vs-UT-Martin-m,2026-01-03,UT-Martin,Eastern Illinois,Home,NR,NR
5778,2026-01-03-LSU-vs-Texas A&M-m,2026-01-03,LSU,Texas A&M,Away,NR,NR
5779,2026-01-03-LSU-vs-Texas A&M-m,2026-01-03,Texas A&M,LSU,Home,NR,NR
5780,2026-01-03-Gardner-Webb-vs-Winthrop-m,2026-01-03,Gardner-Webb,Winthrop,Away,NR,NR
5781,2026-01-03-Gardner-Webb-vs-Winthrop-m,2026-01-03,Winthrop,Gardner-Webb,Home,NR,NR
5782,2026-01-03-Eastern Washington-vs-Idaho-m,2026-01-03,Eastern Washington,Idaho,Away,NR,NR
5783,2026-01-03-Eastern Washington-vs-Idaho-m,2026-01-03,Idaho,Eastern Washington,Home,NR,NR
5784,2026-01-03-Lafayette-vs-Loyola (MD)-m,2026-01-03,Lafayette,Loyola (MD),Away,NR,NR
5785,2026-01-03-Lafayette-vs-Loyola (MD)-m,2026-01-03,Loyola (MD),Lafayette,Home,NR,NR
5786,2026-01-03-Minnesota-vs-Northwestern-m,2026-01-03,Minnesota,Northwestern,Away,NR,NR
5787,2026-01-03-Minnesota-vs-Northwestern-m,2026-01-03,Northwestern,Minnesota,Home,NR,NR
5788,2026-01-03-California Baptist-vs-Tarleton State-m,2026-01-03,California Baptist,Tarleton State,Away,NR,NR
5789,2026-01-03-California Baptist-vs-Tarleton State-m,2026-01-03,Tarleton State,California Baptist,Home,NR,NR
5790,2026-01-03-Baylor-vs-TCU-m,2026-01-03,Baylor,TCU,Away,NR,NR
5791,2026-01-03-Baylor-vs-TCU-m,2026-01-03,TCU,Baylor,Home,NR,NR
5792,2026-01-03-Texas A&M-Corpus Christi-vs-Texas-Rio Grande Valley-m,2026-01-03,Texas A&M-Corpus Christi,Texas-Rio Grande Valley,Away,NR,NR
5793,2026-01-03-Texas A&M-Corpus Christi-vs-Texas-Rio Grande Valley-m,2026-01-03,Texas-Rio Grande Valley,Texas A&M-Corpus Christi,Home,NR,NR
5794,2026-01-03-Portland State-vs-Idaho State-m,2026-01-03,Portland State,Idaho State,Away,NR,NR
5795,2026-01-03-Portland State-vs-Idaho State-m,2026-01-03,Idaho State,Portland State,Home,NR,NR
5796,2026-01-03-Alabama State-vs-Mississippi Valley State-m,2026-01-03,Alabama State,Mississippi Valley State,Away,NR,NR
5797,2026-01-03-Alabama State-vs-Mississippi Valley State-m,2026-01-03,Mississippi Valley State,Alabama State,Home,NR,NR
5798,2026-01-03-Northern Colorado-vs-Montana-m,2026-01-03,Northern Colorado,Montana,Away,NR,NR
5799,2026-01-03-Northern Colorado-vs-Montana-m,2026-01-03,Montana,Northern Colorado,Home,NR,NR
5800,2026-01-03-Mississippi State-vs-Texas-m,2026-01-03,Mississippi State,Texas,Away,NR,NR
5801,2026-01-03-Mississippi State-vs-Texas-m,2026-01-03,Texas,Mississippi State,Home,NR,NR
5802,2026-01-03-UC-Irvine-vs-Cal State Fullerton-m,2026-01-03,UC-Irvine,Cal State Fullerton,Away,NR,NR
5803,2026-01-03-UC-Irvine-vs-Cal State Fullerton-m,2026-01-03,Cal State Fullerton,UC-Irvine,Home,NR,NR
5804,2026-01-03-Longwood-vs-High Point-m,2026-01-03,Longwood,High Point,Away,NR,NR
5805,2026-01-03-Longwood-vs-High Point-m,2026-01-03,High Point,Longwood,Home,NR,NR
5806,2026-01-03-Lamar-vs-McNeese State-m,2026-01-03,Lamar,McNeese State,Away,NR,NR
5807,2026-01-03-Lamar-vs-McNeese State-m,2026-01-03,McNeese State,Lamar,Home,NR,NR
5808,2026-01-03-UCSB-vs-Cal State Northridge-m,2026-01-03,UCSB,Cal State Northridge,Away,NR,NR
5809,2026-01-03-UCSB-vs-Cal State Northridge-m,2026-01-03,Cal State Northridge,UCSB,Home,NR,NR
5810,2026-01-03-Northern Arizona-vs-Montana State-m,2026-01-03,Northern Arizona,Montana State,Away,NR,NR
5811,2026-01-03-Northern Arizona-vs-Montana State-m,2026-01-03,Montana State,Northern Arizona,Home,NR,NR
5812,2026-01-03-Kansas City-vs-Omaha-m,2026-01-03,Kansas City,Omaha,Away,NR,NR
5813,2026-01-03-Kansas City-vs-Omaha-m,2026-01-03,Omaha,Kansas City,Home,NR,NR
5814,2026-01-03-Florida Gulf Coast-vs-North Alabama-m,2026-01-03,Florida Gulf Coast,North Alabama,Away,NR,NR
5815,2026-01-03-Florida Gulf Coast-vs-North Alabama-m,2026-01-03,North Alabama,Florida Gulf Coast,Home,NR,NR
5816,2026-01-03-UT Arlington-vs-Southern Utah-m,2026-01-03,UT Arlington,Southern Utah,Away,NR,NR
5817,2026-01-03-UT Arlington-vs-Southern Utah-m,2026-01-03,Southern Utah,UT Arlington,Home,NR,NR
5818,2026-01-03-Cal Poly-vs-Long Beach State-m,2026-01-03,Cal Poly,Long Beach State,Away,NR,NR
5819,2026-01-03-Cal Poly-vs-Long Beach State-m,2026-01-03,Long Beach State,Cal Poly,Home,NR,NR
5820,2026-01-03-Sacramento State-vs-Weber State-m,2026-01-03,Sacramento State,Weber State,Away,NR,NR
5821,2026-01-03-Sacramento State-vs-Weber State-m,2026-01-03,Weber State,Sacramento State,Home,NR,NR
5822,2026-01-03-Hawaii-vs-UC-San Diego-m,2026-01-03,Hawaii,UC-San Diego,Away,NR,NR
5823,2026-01-03-Hawaii-vs-UC-San Diego-m,2026-01-03,UC-San Diego,Hawaii,Home,NR,NR
5824,2026-01-04-Marquette-vs-UConn-m,2026-01-04,Marquette,UConn,Away,NR, 5 
5825,2026-01-04-Marquette-vs-UConn-m,2026-01-04,UConn,Marquette,Home, 5 ,NR
5826,2026-01-04-Loyola Marymount-vs-Gonzaga-m,2026-01-04,Loyola Marymount,Gonzaga,Away,NR, 12 
5827,2026-01-04-Loyola Marymount-vs-Gonzaga-m,2026-01-04,Gonzaga,Loyola Marymount,Home, 12 ,NR
5828,2026-01-04-Washington-vs-Indiana-m,2026-01-04,Washington,Indiana,Away,NR, 25 
5829,2026-01-04-Washington-vs-Indiana-m,2026-01-04,Indiana,Washington,Home, 25 ,NR
5830,2026-01-04-James Madison-vs-Arkansas State-m,2026-01-04,James Madison,Arkansas State,Away,NR,NR
5831,2026-01-04-James Madison-vs-Arkansas State-m,2026-01-04,Arkansas State,James Madison,Home,NR,NR
5832,2026-01-04-New Haven-vs-Central Connecticut-m,2026-01-04,New Haven,Central Connecticut,Away,NR,NR
5833,2026-01-04-New Haven-vs-Central Connecticut-m,2026-01-04,Central Connecticut,New Haven,Home,NR,NR
5834,2026-01-04-Kennesaw State-vs-Delaware-m,2026-01-04,Kennesaw State,Delaware,Away,NR,NR
5835,2026-01-04-Kennesaw State-vs-Delaware-m,2026-01-04,Delaware,Kennesaw State,Home,NR,NR
5836,2026-01-04-UTEP-vs-Florida International-m,2026-01-04,UTEP,Florida International,Away,NR,NR
5837,2026-01-04-UTEP-vs-Florida International-m,2026-01-04,Florida International,UTEP,Home,NR,NR
5838,2026-01-04-Richmond-vs-Fordham-m,2026-01-04,Richmond,Fordham,Away,NR,NR
5839,2026-01-04-Richmond-vs-Fordham-m,2026-01-04,Fordham,Richmond,Home,NR,NR
5840,2026-01-04-Jacksonville State-vs-Liberty-m,2026-01-04,Jacksonville State,Liberty,Away,NR,NR
5841,2026-01-04-Jacksonville State-vs-Liberty-m,2026-01-04,Liberty,Jacksonville State,Home,NR,NR
5842,2026-01-04-Manhattan-vs-Merrimack-m,2026-01-04,Manhattan,Merrimack,Away,NR,NR
5843,2026-01-04-Manhattan-vs-Merrimack-m,2026-01-04,Merrimack,Manhattan,Home,NR,NR
5844,2026-01-04-Stonehill-vs-Wagner-m,2026-01-04,Stonehill,Wagner,Away,NR,NR
5845,2026-01-04-Stonehill-vs-Wagner-m,2026-01-04,Wagner,Stonehill,Home,NR,NR
5846,2026-01-04-Southern Illinois-vs-Belmont-m,2026-01-04,Southern Illinois,Belmont,Away,NR,NR
5847,2026-01-04-Southern Illinois-vs-Belmont-m,2026-01-04,Belmont,Southern Illinois,Home,NR,NR
5848,2026-01-04-Indiana State-vs-Drake-m,2026-01-04,Indiana State,Drake,Away,NR,NR
5849,2026-01-04-Indiana State-vs-Drake-m,2026-01-04,Drake,Indiana State,Home,NR,NR
5850,2026-01-04-Northern Iowa-vs-Evansville-m,2026-01-04,Northern Iowa,Evansville,Away,NR,NR
5851,2026-01-04-Northern Iowa-vs-Evansville-m,2026-01-04,Evansville,Northern Iowa,Home,NR,NR
5852,2026-01-04-Sam Houston-vs-Middle Tennessee-m,2026-01-04,Sam Houston,Middle Tennessee,Away,NR,NR
5853,2026-01-04-Sam Houston-vs-Middle Tennessee-m,2026-01-04,Middle Tennessee,Sam Houston,Home,NR,NR
5854,2026-01-04-Bradley-vs-Murray State-m,2026-01-04,Bradley,Murray State,Away,NR,NR
5855,2026-01-04-Bradley-vs-Murray State-m,2026-01-04,Murray State,Bradley,Home,NR,NR
5856,2026-01-04-Tulsa-vs-North Texas-m,2026-01-04,Tulsa,North Texas,Away,NR,NR
5857,2026-01-04-Tulsa-vs-North Texas-m,2026-01-04,North Texas,Tulsa,Home,NR,NR
5858,2026-01-04-UIC-vs-Valparaiso-m,2026-01-04,UIC,Valparaiso,Away,NR,NR
5859,2026-01-04-UIC-vs-Valparaiso-m,2026-01-04,Valparaiso,UIC,Home,NR,NR
5860,2026-01-04-Pepperdine-vs-Pacific-m,2026-01-04,Pepperdine,Pacific,Away,NR,NR
5861,2026-01-04-Pepperdine-vs-Pacific-m,2026-01-04,Pacific,Pepperdine,Home,NR,NR
5862,2026-01-04-Seattle-vs-Saint Mary's-m,2026-01-04,Seattle,Saint Mary's,Away,NR,NR
5863,2026-01-04-Seattle-vs-Saint Mary's-m,2026-01-04,Saint Mary's,Seattle,Home,NR,NR
5864,2026-01-04-Portland-vs-San Francisco-m,2026-01-04,Portland,San Francisco,Away,NR,NR
5865,2026-01-04-Portland-vs-San Francisco-m,2026-01-04,San Francisco,Portland,Home,NR,NR
5866,2026-01-04-Oregon State-vs-Washington State-m,2026-01-04,Oregon State,Washington State,Away,NR,NR
5867,2026-01-04-Oregon State-vs-Washington State-m,2026-01-04,Washington State,Oregon State,Home,NR,NR
5868,2026-01-04-Sacred Heart-vs-Canisius-m,2026-01-04,Sacred Heart,Canisius,Away,NR,NR
5869,2026-01-04-Sacred Heart-vs-Canisius-m,2026-01-04,Canisius,Sacred Heart,Home,NR,NR
5870,2026-01-04-Creighton-vs-Seton Hall-m,2026-01-04,Creighton,Seton Hall,Away,NR,NR
5871,2026-01-04-Creighton-vs-Seton Hall-m,2026-01-04,Seton Hall,Creighton,Home,NR,NR
5872,2026-01-04-Denver-vs-St. Thomas-m,2026-01-04,Denver,St. Thomas,Away,NR,NR
5873,2026-01-04-Denver-vs-St. Thomas-m,2026-01-04,St. Thomas,Denver,Home,NR,NR
5874,2026-01-04-Florida Atlantic-vs-Tulane-m,2026-01-04,Florida Atlantic,Tulane,Away,NR,NR
5875,2026-01-04-Florida Atlantic-vs-Tulane-m,2026-01-04,Tulane,Florida Atlantic,Home,NR,NR
